location,date,n.weather,d.weather,growth_stage,plot_id,block,treatment,row,sample,n.absent,n.partial,n.predated,d.absent,d.partial,d.predated,to.predated
PA,9/1/2022,18.3,18.3,R3,202,2,4,11,4,1,na,na,na,na,1,1
PA,9/1/2022,18.3,18.3,R3,202,2,4,11,5,1,na,na,na,na,1,1
PA,9/1/2022,18.3,18.3,R3,202,2,4,11,6,1,na,na,na,na,1,1
PA,9/1/2022,18.3,18.3,R3,203,2,1,6,1,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,203,2,1,6,2,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,203,2,1,6,3,0,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,203,2,1,11,4,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,203,2,1,11,5,1,na,na,0,1,1,1
PA,9/1/2022,18.3,18.3,R3,203,2,1,11,6,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,204,2,2,6,1,1,na,na,0,1,1,1
PA,9/1/2022,18.3,18.3,R3,204,2,2,6,2,0,1,na,0,1,1,1
PA,9/1/2022,18.3,18.3,R3,204,2,2,6,3,0,1,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,204,2,2,11,4,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,204,2,2,11,5,1,na,na,na,na,1,1
PA,9/1/2022,18.3,18.3,R3,204,2,2,11,6,1,na,na,na,na,1,1
PA,9/1/2022,18.3,18.3,R3,301,3,4,6,1,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,301,3,4,6,2,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,301,3,4,6,3,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,301,3,4,11,4,1,na,na,0,1,1,1
PA,9/1/2022,18.3,18.3,R3,301,3,4,11,5,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,301,3,4,11,6,na,na,na,0,1,1,1
PA,9/1/2022,18.3,18.3,R3,302,3,2,6,1,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,302,3,2,6,2,1,na,na,na,na,1,1
PA,9/1/2022,18.3,18.3,R3,302,3,2,6,3,0,1,na,0,1,1,1
PA,9/1/2022,18.3,18.3,R3,302,3,2,11,4,na,na,na,na,na,1,1
PA,9/1/2022,18.3,18.3,R3,302,3,2,11,5,na,na,na,na,na,1,1
PA,9/1/2022,18.3,18.3,R3,302,3,2,11,6,na,na,na,na,na,1,1
PA,9/1/2022,18.3,18.3,R3,303,3,3,6,1,0,na,na,0,na,1,1
PA,9/1/2022,18.3,18.3,R3,303,3,3,6,2,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,303,3,3,6,3,1,1,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,303,3,3,11,4,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,303,3,3,11,5,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,303,3,3,11,6,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,304,3,1,6,1,0,1,na,0,1,1,1
PA,9/1/2022,18.3,18.3,R3,304,3,1,6,2,1,na,na,0,na,1,1
PA,9/1/2022,18.3,18.3,R3,304,3,1,6,3,1,na,na,0,na,1,1
PA,9/1/2022,18.3,18.3,R3,304,3,1,11,4,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,304,3,1,11,5,0,1,na,0,na,1,1
PA,9/1/2022,18.3,18.3,R3,304,3,1,11,6,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,401,4,1,6,1,0,1,na,0,1,1,1
PA,9/1/2022,18.3,18.3,R3,401,4,1,6,2,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,401,4,1,6,3,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,401,4,1,11,4,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,401,4,1,11,5,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,401,4,1,11,6,na,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,402,4,3,6,1,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,402,4,3,6,2,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,402,4,3,6,3,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,402,4,3,11,4,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,402,4,3,11,5,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,402,4,3,11,6,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,403,4,2,6,1,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,403,4,2,6,2,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,403,4,2,6,3,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,403,4,2,11,4,na,na,na,na,na,1,1
PA,9/1/2022,18.3,18.3,R3,403,4,2,11,5,na,na,na,na,na,1,1
PA,9/1/2022,18.3,18.3,R3,403,4,2,11,6,na,na,na,na,na,1,1
PA,9/1/2022,18.3,18.3,R3,404,4,4,6,1,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,404,4,4,6,2,0,1,na,0,na,1,1
PA,9/1/2022,18.3,18.3,R3,404,4,4,6,3,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,404,4,4,11,4,0,1,na,0,1,1,1
PA,9/1/2022,18.3,18.3,R3,404,4,4,11,5,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,404,4,4,11,6,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,501,5,2,6,1,0,1,na,0,1,1,1
PA,9/1/2022,18.3,18.3,R3,501,5,2,6,2,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,501,5,2,6,3,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,501,5,2,11,4,1,na,na,0,1,1,1
PA,9/1/2022,18.3,18.3,R3,501,5,2,11,5,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,501,5,2,11,6,na,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,502,5,3,6,1,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,502,5,3,6,2,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,502,5,3,6,3,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,502,5,3,11,4,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,502,5,3,11,5,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,502,5,3,11,6,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,503,5,1,6,1,1,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,503,5,1,6,2,1,na,na,0,na,1,1
PA,9/1/2022,18.3,18.3,R3,503,5,1,6,3,0,na,na,0,na,1,1
PA,9/1/2022,18.3,18.3,R3,503,5,1,11,4,1,na,na,0,1,1,1
PA,9/1/2022,18.3,18.3,R3,503,5,1,11,5,1,na,na,0,na,1,1
PA,9/1/2022,18.3,18.3,R3,503,5,1,11,6,0,na,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,504,5,4,6,1,0,1,na,1,na,1,1
PA,9/1/2022,18.3,18.3,R3,504,5,4,6,2,0,1,na,0,na,1,1
PA,9/1/2022,18.3,18.3,R3,504,5,4,6,3,0,na,na,0,1,1,1
PA,9/1/2022,18.3,18.3,R3,504,5,4,11,4,0,na,na,0,na,1,1
PA,9/1/2022,18.3,18.3,R3,504,5,4,11,5,0,1,na,0,na,1,1
PA,9/1/2022,18.3,18.3,R3,504,5,4,11,6,0,na,na,0,na,1,1
PA,6/20/2023,21.6,21.6,V3,101,1,1,6,1,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,101,1,1,6,2,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,101,1,1,6,3,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,101,1,1,11,4,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,101,1,1,11,5,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,101,1,1,11,6,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,102,1,3,6,1,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,102,1,3,6,2,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,102,1,3,6,3,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,102,1,3,11,4,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,102,1,3,11,5,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,102,1,3,11,6,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,103,1,2,6,1,0,1,1,0,1,1,1
PA,6/20/2023,21.6,21.6,V3,103,1,2,6,2,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,103,1,2,6,3,0,1,1,0,0,1,1
PA,6/20/2023,21.6,21.6,V3,103,1,2,11,4,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,103,1,2,11,5,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,103,1,2,11,6,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,104,1,4,6,1,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,104,1,4,6,2,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,104,1,4,6,3,1,na,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,104,1,4,11,4,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,104,1,4,11,5,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,104,1,4,11,6,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,201,2,3,6,1,0,1,1,0,0,1,1
PA,6/20/2023,21.6,21.6,V3,201,2,3,6,2,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,201,2,3,6,3,0,1,1,0,0,1,1
PA,6/20/2023,21.6,21.6,V3,201,2,3,11,4,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,201,2,3,11,5,0,0,0,na,na,1,1
PA,6/20/2023,21.6,21.6,V3,201,2,3,11,6,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,202,2,4,6,1,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,202,2,4,6,2,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,202,2,4,6,3,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,202,2,4,11,4,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,202,2,4,11,5,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,202,2,4,11,6,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,203,2,1,6,1,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,203,2,1,6,2,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,203,2,1,6,3,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,203,2,1,11,4,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,203,2,1,11,5,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,203,2,1,11,6,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,204,2,2,6,1,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,204,2,2,6,2,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,204,2,2,6,3,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,204,2,2,11,4,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,204,2,2,11,5,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,204,2,2,11,6,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,301,3,4,6,1,0,1,1,0,1,1,1
PA,6/20/2023,21.6,21.6,V3,301,3,4,6,2,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,301,3,4,6,3,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,301,3,4,11,4,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,301,3,4,11,5,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,301,3,4,11,6,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,302,3,2,6,1,0,1,1,0,0,1,1
PA,6/20/2023,21.6,21.6,V3,302,3,2,6,2,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,302,3,2,6,3,0,1,1,0,1,1,1
PA,6/20/2023,21.6,21.6,V3,302,3,2,11,4,0,1,1,0,0,1,1
PA,6/20/2023,21.6,21.6,V3,302,3,2,11,5,0,1,1,0,0,1,1
PA,6/20/2023,21.6,21.6,V3,302,3,2,11,6,0,1,1,0,1,1,1
PA,6/20/2023,21.6,21.6,V3,303,3,3,6,1,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,303,3,3,6,2,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,303,3,3,6,3,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,303,3,3,11,4,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,303,3,3,11,5,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,303,3,3,11,6,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,304,3,1,6,1,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,304,3,1,6,2,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,304,3,1,6,3,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,304,3,1,11,4,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,304,3,1,11,5,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,304,3,1,11,6,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,401,4,1,6,1,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,401,4,1,6,2,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,401,4,1,6,3,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,401,4,1,11,4,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,401,4,1,11,5,0,1,1,0,0,1,1
PA,6/20/2023,21.6,21.6,V3,401,4,1,11,6,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,402,4,3,6,1,1,na,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,402,4,3,6,2,1,na,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,402,4,3,6,3,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,402,4,3,11,4,1,na,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,402,4,3,11,5,1,na,1,0,0,1,1
PA,6/20/2023,21.6,21.6,V3,402,4,3,11,6,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,403,4,2,6,1,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,403,4,2,6,2,1,na,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,403,4,2,6,3,1,na,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,403,4,2,11,4,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,403,4,2,11,5,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,403,4,2,11,6,1,na,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,404,4,4,6,1,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,404,4,4,6,2,1,na,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,404,4,4,6,3,1,na,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,404,4,4,11,4,0,1,1,0,0,1,1
PA,6/20/2023,21.6,21.6,V3,404,4,4,11,5,1,na,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,404,4,4,11,6,1,na,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,501,5,2,6,1,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,501,5,2,6,2,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,501,5,2,6,3,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,501,5,2,11,4,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,501,5,2,11,5,0,0,0,0,0,0,0
PA,6/20/2023,21.6,21.6,V3,501,5,2,11,6,0,1,1,0,0,1,1
PA,6/20/2023,21.6,21.6,V3,502,5,3,6,1,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,502,5,3,6,2,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,502,5,3,6,3,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,502,5,3,11,4,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,502,5,3,11,5,0,0,0,0,1,0,0
PA,6/20/2023,21.6,21.6,V3,502,5,3,11,6,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,503,5,1,6,1,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,503,5,1,6,2,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,503,5,1,6,3,0,1,1,0,0,1,1
PA,6/20/2023,21.6,21.6,V3,503,5,1,11,4,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,503,5,1,11,5,0,0,0,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,503,5,1,11,6,na,na,1,0,1,1,1
PA,6/20/2023,21.6,21.6,V3,504,5,4,6,1,1,na,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,504,5,4,6,2,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,504,5,4,6,3,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,504,5,4,11,4,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,504,5,4,11,5,0,1,1,1,na,1,1
PA,6/20/2023,21.6,21.6,V3,504,5,4,11,6,0,0,0,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,101,1,1,6,1,0,0,0,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,101,1,1,6,2,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,101,1,1,6,3,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,101,1,1,11,4,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,101,1,1,11,5,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,101,1,1,11,6,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,102,1,3,6,1,0,1,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,102,1,3,6,2,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,102,1,3,6,3,0,0,0,0,1,0,0
PA,7/5/2023,24.3,24.3,V5,102,1,3,11,4,0,0,0,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,102,1,3,11,5,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,102,1,3,11,6,0,1,1,0,1,1,1
PA,7/5/2023,24.3,24.3,V5,103,1,2,6,1,0,1,1,0,1,1,1
PA,7/5/2023,24.3,24.3,V5,103,1,2,6,2,0,0,0,0,1,0,0
PA,7/5/2023,24.3,24.3,V5,103,1,2,6,3,0,1,1,0,1,1,1
PA,7/5/2023,24.3,24.3,V5,103,1,2,11,4,0,0,0,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,103,1,2,11,5,0,1,1,0,1,1,1
PA,7/5/2023,24.3,24.3,V5,103,1,2,11,6,0,1,1,0,1,1,1
PA,7/5/2023,24.3,24.3,V5,104,1,4,6,1,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,104,1,4,6,2,0,0,0,0,1,0,0
PA,7/5/2023,24.3,24.3,V5,104,1,4,6,3,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,104,1,4,11,4,0,1,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,104,1,4,11,5,0,1,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,104,1,4,11,6,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,201,2,3,6,1,0,0,0,0,1,0,0
PA,7/5/2023,24.3,24.3,V5,201,2,3,6,2,0,0,0,0,1,0,0
PA,7/5/2023,24.3,24.3,V5,201,2,3,6,3,0,na,1,0,0,1,1
PA,7/5/2023,24.3,24.3,V5,201,2,3,11,4,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,201,2,3,11,5,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,201,2,3,11,6,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,202,2,4,6,1,1,na,1,0,0,1,1
PA,7/5/2023,24.3,24.3,V5,202,2,4,6,2,0,0,0,na,1,1,1
PA,7/5/2023,24.3,24.3,V5,202,2,4,6,3,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,202,2,4,11,4,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,202,2,4,11,5,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,202,2,4,11,6,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,203,2,1,6,1,0,1,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,203,2,1,6,2,0,0,0,0,1,0,0
PA,7/5/2023,24.3,24.3,V5,203,2,1,6,3,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,203,2,1,11,4,0,0,0,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,203,2,1,11,5,0,1,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,203,2,1,11,6,0,1,1,0,0,1,1
PA,7/5/2023,24.3,24.3,V5,204,2,2,6,1,0,0,0,0,1,0,0
PA,7/5/2023,24.3,24.3,V5,204,2,2,6,2,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,204,2,2,6,3,0,1,1,0,0,1,1
PA,7/5/2023,24.3,24.3,V5,204,2,2,11,4,0,0,0,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,204,2,2,11,5,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,204,2,2,11,6,1,na,1,0,0,1,1
PA,7/5/2023,24.3,24.3,V5,301,3,4,6,1,0,1,1,0,1,1,1
PA,7/5/2023,24.3,24.3,V5,301,3,4,6,2,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,301,3,4,6,3,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,301,3,4,11,4,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,301,3,4,11,5,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,301,3,4,11,6,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,302,3,2,6,1,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,302,3,2,6,2,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,302,3,2,6,3,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,302,3,2,11,4,0,0,0,0,1,0,0
PA,7/5/2023,24.3,24.3,V5,302,3,2,11,5,0,0,0,0,1,0,0
PA,7/5/2023,24.3,24.3,V5,302,3,2,11,6,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,303,3,3,6,1,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,303,3,3,6,2,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,303,3,3,6,3,1,na,1,0,0,1,1
PA,7/5/2023,24.3,24.3,V5,303,3,3,11,4,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,303,3,3,11,5,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,303,3,3,11,6,0,1,1,0,1,1,1
PA,7/5/2023,24.3,24.3,V5,304,3,1,6,1,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,304,3,1,6,2,0,1,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,304,3,1,6,3,0,1,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,304,3,1,11,4,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,304,3,1,11,5,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,304,3,1,11,6,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,401,4,1,6,1,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,401,4,1,6,2,0,1,1,0,1,1,1
PA,7/5/2023,24.3,24.3,V5,401,4,1,6,3,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,401,4,1,11,4,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,401,4,1,11,5,0,0,0,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,401,4,1,11,6,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,402,4,3,6,1,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,402,4,3,6,2,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,402,4,3,6,3,0,0,0,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,402,4,3,11,4,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,402,4,3,11,5,0,1,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,402,4,3,11,6,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,403,4,2,6,1,0,0,0,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,403,4,2,6,2,0,0,0,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,403,4,2,6,3,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,403,4,2,11,4,0,0,0,0,0,0,0
PA,7/5/2023,24.3,24.3,V5,403,4,2,11,5,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,403,4,2,11,6,0,1,1,0,1,1,1
PA,7/5/2023,24.3,24.3,V5,404,4,4,6,1,0,1,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,404,4,4,6,2,1,na,1,0,0,1,1
PA,7/5/2023,24.3,24.3,V5,404,4,4,6,3,0,1,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,404,4,4,11,4,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,404,4,4,11,5,1,na,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,404,4,4,11,6,0,1,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,501,5,2,6,1,0,1,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,501,5,2,6,2,0,0,0,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,501,5,2,6,3,0,0,0,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,501,5,2,11,4,0,1,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,501,5,2,11,5,0,1,1,1,na,1,1
PA,7/5/2023,24.3,24.3,V5,501,5,2,11,6,0,1,1,1,na,1,1
