location,season,month,date,7day_precip,temp,time,plot_id,block,treatment,row,shingle_id,slug_count
PA,fall,september,9/24/2021,8.86,8.89,7:55,201,2,3,10.5,201-4,1
PA,fall,september,9/24/2021,8.86,8.89,8:01,202,2,4,6.5,202-1,0
PA,fall,september,9/24/2021,8.86,8.89,8:01,202,2,4,6.5,202-2,0
PA,fall,september,9/24/2021,8.86,8.89,8:07,202,2,4,10.5,202-3,2
PA,fall,september,9/24/2021,8.86,8.89,8:07,202,2,4,10.5,202-4,0
PA,fall,september,9/24/2021,8.86,8.89,8:12,203,2,1,6.5,203-1,1
PA,fall,september,9/24/2021,8.86,8.89,8:12,203,2,1,6.5,203-2,1
PA,fall,september,9/24/2021,8.86,8.89,8:17,203,2,1,10.5,203-3,2
PA,fall,september,9/24/2021,8.86,8.89,8:17,203,2,1,10.5,203-4,0
PA,fall,september,9/24/2021,8.86,8.89,8:24,204,2,2,6.5,204-1,0
PA,fall,september,9/24/2021,8.86,8.89,8:24,204,2,2,6.5,204-2,0
PA,fall,september,9/24/2021,8.86,8.89,8:29,204,2,2,10.5,204-3,1
PA,fall,september,9/24/2021,8.86,8.89,8:29,204,2,2,10.5,204-4,0
PA,fall,september,9/24/2021,8.86,8.89,7:50,301,3,4,6.5,301-1,1
PA,fall,september,9/24/2021,8.86,8.89,7:50,301,3,4,6.5,301-2,0
PA,fall,september,9/24/2021,8.86,8.89,7:55,301,3,4,10.5,301-3,1
PA,fall,september,9/24/2021,8.86,8.89,7:55,301,3,4,10.5,301-4,0
PA,fall,september,9/24/2021,8.86,8.89,8:01,302,3,2,6.5,302-1,0
PA,fall,september,9/24/2021,8.86,8.89,8:01,302,3,2,6.5,302-2,0
PA,fall,september,9/24/2021,8.86,8.89,8:07,302,3,2,10.5,302-3,1
PA,fall,september,9/24/2021,8.86,8.89,8:07,302,3,2,10.5,302-4,2
PA,fall,september,9/24/2021,8.86,8.89,8:12,303,3,3,6.5,303-1,0
PA,fall,september,9/24/2021,8.86,8.89,8:12,303,3,3,6.5,303-2,0
PA,fall,september,9/24/2021,8.86,8.89,8:17,303,3,3,10.5,303-3,1
PA,fall,september,9/24/2021,8.86,8.89,8:17,303,3,3,10.5,303-4,0
PA,fall,september,9/24/2021,8.86,8.89,8:24,304,3,1,6.5,304-1,0
PA,fall,september,9/24/2021,8.86,8.89,8:24,304,3,1,6.5,304-2,0
PA,fall,september,9/24/2021,8.86,8.89,8:29,304,3,1,10.5,304-3,1
PA,fall,september,9/24/2021,8.86,8.89,8:29,304,3,1,10.5,304-4,0
PA,fall,september,9/24/2021,8.86,8.89,7:50,401,4,1,6.5,401-1,0
PA,fall,september,9/24/2021,8.86,8.89,7:50,401,4,1,6.5,401-2,1
PA,fall,september,9/24/2021,8.86,8.89,7:55,401,4,1,10.5,401-3,1
PA,fall,september,9/24/2021,8.86,8.89,7:55,401,4,1,10.5,401-4,1
PA,fall,september,9/24/2021,8.86,8.89,8:01,402,4,3,6.5,402-1,0
PA,fall,september,9/24/2021,8.86,8.89,8:01,402,4,3,6.5,402-2,1
PA,fall,september,9/24/2021,8.86,8.89,8:07,402,4,3,10.5,402-3,2
PA,fall,september,9/24/2021,8.86,8.89,8:07,402,4,3,10.5,402-4,0
PA,fall,september,9/24/2021,8.86,8.89,8:12,403,4,2,6.5,403-1,0
PA,fall,september,9/24/2021,8.86,8.89,8:12,403,4,2,6.5,403-2,0
PA,fall,september,9/24/2021,8.86,8.89,8:17,403,4,2,10.5,403-3,0
PA,fall,september,9/24/2021,8.86,8.89,8:17,403,4,2,10.5,403-4,1
PA,fall,september,9/24/2021,8.86,8.89,8:24,404,4,4,6.5,404-1,0
PA,fall,september,9/24/2021,8.86,8.89,8:24,404,4,4,6.5,404-2,0
PA,fall,september,9/24/2021,8.86,8.89,8:29,404,4,4,10.5,404-3,0
PA,fall,september,9/24/2021,8.86,8.89,8:29,404,4,4,10.5,404-4,1
PA,fall,september,9/24/2021,8.86,8.89,7:50,501,5,2,6.5,501-1,0
PA,fall,september,9/24/2021,8.86,8.89,7:50,501,5,2,6.5,501-2,0
PA,fall,september,9/24/2021,8.86,8.89,7:55,501,5,2,10.5,501-3,1
PA,fall,september,9/24/2021,8.86,8.89,7:55,501,5,2,10.5,501-4,0
PA,fall,september,9/24/2021,8.86,8.89,8:01,502,5,3,6.5,502-1,0
PA,fall,september,9/24/2021,8.86,8.89,8:01,502,5,3,6.5,502-2,0
PA,fall,september,9/24/2021,8.86,8.89,8:07,502,5,3,10.5,502-3,0
PA,fall,september,9/24/2021,8.86,8.89,8:07,502,5,3,10.5,502-4,0
PA,fall,september,9/24/2021,8.86,8.89,8:12,503,5,1,6.5,503-1,3
PA,fall,september,9/24/2021,8.86,8.89,8:12,503,5,1,6.5,503-2,2
PA,fall,september,9/24/2021,8.86,8.89,8:17,503,5,1,10.5,503-3,1
PA,fall,september,9/24/2021,8.86,8.89,8:17,503,5,1,10.5,503-4,1
PA,fall,september,9/24/2021,8.86,8.89,8:24,504,5,4,6.5,504-1,0
PA,fall,september,9/24/2021,8.86,8.89,8:24,504,5,4,6.5,504-2,0
PA,fall,september,9/24/2021,8.86,8.89,8:29,504,5,4,10.5,504-3,2
PA,fall,september,9/24/2021,8.86,8.89,8:29,504,5,4,10.5,504-4,2
PA,fall,october,10/1/2021,2.77,2.78,7:38,101,1,1,6.5,101-1,0
PA,fall,october,10/1/2021,2.77,2.78,7:38,101,1,1,6.5,101-2,2
PA,fall,october,10/1/2021,2.77,2.78,7:43,101,1,1,10.5,101-3,4
PA,fall,october,10/1/2021,2.77,2.78,7:43,101,1,1,10.5,101-4,2
PA,fall,october,10/1/2021,2.77,2.78,7:48,102,1,3,6.5,102-1,0
PA,fall,october,10/1/2021,2.77,2.78,7:48,102,1,3,6.5,102-2,0
PA,fall,october,10/1/2021,2.77,2.78,7:53,102,1,3,10.5,102-3,0
PA,fall,october,10/1/2021,2.77,2.78,7:53,102,1,3,10.5,102-4,0
PA,fall,october,10/1/2021,2.77,2.78,7:57,103,1,2,6.5,103-1,1
PA,fall,october,10/1/2021,2.77,2.78,7:57,103,1,2,6.5,103-2,1
PA,fall,october,10/1/2021,2.77,2.78,8:03,103,1,2,10.5,103-3,1
PA,fall,october,10/1/2021,2.77,2.78,8:03,103,1,2,10.5,103-4,0
PA,fall,october,10/1/2021,2.77,2.78,8:09,104,1,4,6.5,104-1,2
PA,fall,october,10/1/2021,2.77,2.78,8:09,104,1,4,6.5,104-2,0
PA,fall,october,10/1/2021,2.77,2.78,8:13,104,1,4,10.5,104-3,0
PA,fall,october,10/1/2021,2.77,2.78,8:13,104,1,4,10.5,104-4,1
PA,fall,october,10/1/2021,2.77,2.78,7:38,201,2,3,6.5,201-1,0
PA,fall,october,10/1/2021,2.77,2.78,7:38,201,2,3,6.5,201-2,0
PA,fall,october,10/1/2021,2.77,2.78,7:43,201,2,3,10.5,201-3,0
PA,fall,october,10/1/2021,2.77,2.78,7:43,201,2,3,10.5,201-4,2
PA,fall,october,10/1/2021,2.77,2.78,7:48,202,2,4,6.5,202-1,0
PA,fall,october,10/1/2021,2.77,2.78,7:48,202,2,4,6.5,202-2,0
PA,fall,october,10/1/2021,2.77,2.78,7:53,202,2,4,10.5,202-3,2
PA,fall,october,10/1/2021,2.77,2.78,7:53,202,2,4,10.5,202-4,1
PA,fall,october,10/1/2021,2.77,2.78,7:57,203,2,1,6.5,203-1,1
PA,fall,october,10/1/2021,2.77,2.78,7:57,203,2,1,6.5,203-2,0
PA,fall,october,10/1/2021,2.77,2.78,8:03,203,2,1,10.5,203-3,1
PA,fall,october,10/1/2021,2.77,2.78,8:03,203,2,1,10.5,203-4,0
PA,fall,october,10/1/2021,2.77,2.78,8:09,204,2,2,6.5,204-1,1
PA,fall,october,10/1/2021,2.77,2.78,8:09,204,2,2,6.5,204-2,1
PA,fall,october,10/1/2021,2.77,2.78,8:13,204,2,2,10.5,204-3,2
PA,fall,october,10/1/2021,2.77,2.78,8:13,204,2,2,10.5,204-4,0
PA,fall,october,10/1/2021,2.77,2.78,7:38,301,3,4,6.5,301-1,0
PA,fall,october,10/1/2021,2.77,2.78,7:38,301,3,4,6.5,301-2,1
PA,fall,october,10/1/2021,2.77,2.78,7:43,301,3,4,10.5,301-3,0
PA,fall,october,10/1/2021,2.77,2.78,7:43,301,3,4,10.5,301-4,0
PA,fall,october,10/1/2021,2.77,2.78,7:48,302,3,2,6.5,302-1,0
PA,fall,october,10/1/2021,2.77,2.78,7:48,302,3,2,6.5,302-2,0
PA,fall,october,10/1/2021,2.77,2.78,7:53,302,3,2,10.5,302-3,0
PA,fall,october,10/1/2021,2.77,2.78,7:53,302,3,2,10.5,302-4,0
PA,fall,october,10/1/2021,2.77,2.78,7:57,303,3,3,6.5,303-1,0
PA,fall,october,10/1/2021,2.77,2.78,7:57,303,3,3,6.5,303-2,0
PA,fall,october,10/1/2021,2.77,2.78,8:03,303,3,3,10.5,303-3,0
PA,fall,october,10/1/2021,2.77,2.78,8:03,303,3,3,10.5,303-4,0
PA,fall,october,10/1/2021,2.77,2.78,8:09,304,3,1,6.5,304-1,0
PA,fall,october,10/1/2021,2.77,2.78,8:09,304,3,1,6.5,304-2,1
PA,fall,october,10/1/2021,2.77,2.78,8:13,304,3,1,10.5,304-3,0
PA,fall,october,10/1/2021,2.77,2.78,8:13,304,3,1,10.5,304-4,1
PA,fall,october,10/1/2021,2.77,2.78,7:38,401,4,1,6.5,401-1,0
PA,fall,october,10/1/2021,2.77,2.78,7:38,401,4,1,6.5,401-2,0
PA,fall,october,10/1/2021,2.77,2.78,7:43,401,4,1,10.5,401-3,0
PA,fall,october,10/1/2021,2.77,2.78,7:43,401,4,1,10.5,401-4,2
PA,fall,october,10/1/2021,2.77,2.78,7:48,402,4,3,6.5,402-1,0
PA,fall,october,10/1/2021,2.77,2.78,7:48,402,4,3,6.5,402-2,0
PA,fall,october,10/1/2021,2.77,2.78,7:53,402,4,3,10.5,402-3,0
PA,fall,october,10/1/2021,2.77,2.78,7:53,402,4,3,10.5,402-4,0
PA,fall,october,10/1/2021,2.77,2.78,7:57,403,4,2,6.5,403-1,0
PA,fall,october,10/1/2021,2.77,2.78,7:57,403,4,2,6.5,403-2,1
PA,fall,october,10/1/2021,2.77,2.78,8:03,403,4,2,10.5,403-3,1
PA,fall,october,10/1/2021,2.77,2.78,8:03,403,4,2,10.5,403-4,1
PA,fall,october,10/1/2021,2.77,2.78,8:09,404,4,4,6.5,404-1,1
PA,fall,october,10/1/2021,2.77,2.78,8:09,404,4,4,6.5,404-2,0
PA,fall,october,10/1/2021,2.77,2.78,8:13,404,4,4,10.5,404-3,1
PA,fall,october,10/1/2021,2.77,2.78,8:13,404,4,4,10.5,404-4,1
PA,fall,october,10/1/2021,2.77,2.78,7:38,501,5,2,6.5,501-1,0
PA,fall,october,10/1/2021,2.77,2.78,7:38,501,5,2,6.5,501-2,3
PA,fall,october,10/1/2021,2.77,2.78,7:43,501,5,2,10.5,501-3,2
PA,fall,october,10/1/2021,2.77,2.78,7:43,501,5,2,10.5,501-4,3
PA,fall,october,10/1/2021,2.77,2.78,7:48,502,5,3,6.5,502-1,0
PA,fall,october,10/1/2021,2.77,2.78,7:48,502,5,3,6.5,502-2,0
PA,fall,october,10/1/2021,2.77,2.78,7:53,502,5,3,10.5,502-3,1
PA,fall,october,10/1/2021,2.77,2.78,7:53,502,5,3,10.5,502-4,0
PA,fall,october,10/1/2021,2.77,2.78,7:57,503,5,1,6.5,503-1,2
PA,fall,october,10/1/2021,2.77,2.78,7:57,503,5,1,6.5,503-2,5
PA,fall,october,10/1/2021,2.77,2.78,8:03,503,5,1,10.5,503-3,2
PA,fall,october,10/1/2021,2.77,2.78,8:03,503,5,1,10.5,503-4,1
PA,fall,october,10/1/2021,2.77,2.78,8:09,504,5,4,6.5,504-1,1
PA,fall,october,10/1/2021,2.77,2.78,8:09,504,5,4,6.5,504-2,0
PA,fall,october,10/1/2021,2.77,2.78,8:13,504,5,4,10.5,504-3,0
PA,fall,october,10/1/2021,2.77,2.78,8:13,504,5,4,10.5,504-4,0
PA,fall,october,10/7/2021,0.84,17.5,7:49,101,1,1,6.5,101-1,0
PA,fall,october,10/7/2021,0.84,17.5,7:49,101,1,1,6.5,101-2,2
PA,fall,october,10/7/2021,0.84,17.5,7:53,101,1,1,10.5,101-3,0
PA,fall,october,10/7/2021,0.84,17.5,7:53,101,1,1,10.5,101-4,1
PA,fall,october,10/7/2021,0.84,17.5,8:00,102,1,3,6.5,102-1,0
PA,fall,october,10/7/2021,0.84,17.5,8:00,102,1,3,6.5,102-2,0
PA,fall,october,10/7/2021,0.84,17.5,8:03,102,1,3,10.5,102-3,0
PA,fall,october,10/7/2021,0.84,17.5,8:03,102,1,3,10.5,102-4,0
PA,fall,october,10/7/2021,0.84,17.5,8:17,103,1,2,6.5,103-1,0
PA,fall,october,10/7/2021,0.84,17.5,8:17,103,1,2,6.5,103-2,0
PA,fall,october,10/7/2021,0.84,17.5,8:21,103,1,2,10.5,103-3,0
PA,fall,october,10/7/2021,0.84,17.5,8:21,103,1,2,10.5,103-4,0
PA,fall,october,10/7/2021,0.84,17.5,8:26,104,1,4,6.5,104-1,1
PA,fall,october,10/7/2021,0.84,17.5,8:26,104,1,4,6.5,104-2,0
PA,fall,october,10/7/2021,0.84,17.5,8:28,104,1,4,10.5,104-3,1
PA,fall,october,10/7/2021,0.84,17.5,8:28,104,1,4,10.5,104-4,0
PA,fall,october,10/7/2021,0.84,17.5,7:49,201,2,3,6.5,201-1,0
PA,fall,october,10/7/2021,0.84,17.5,7:49,201,2,3,6.5,201-2,0
PA,fall,october,10/7/2021,0.84,17.5,7:53,201,2,3,10.5,201-3,0
PA,fall,october,10/7/2021,0.84,17.5,7:53,201,2,3,10.5,201-4,0
PA,fall,october,10/7/2021,0.84,17.5,8:00,202,2,4,6.5,202-1,0
PA,fall,october,10/7/2021,0.84,17.5,8:00,202,2,4,6.5,202-2,0
PA,fall,october,10/7/2021,0.84,17.5,8:03,202,2,4,10.5,202-3,1
PA,fall,october,10/7/2021,0.84,17.5,8:03,202,2,4,10.5,202-4,0
PA,fall,october,10/7/2021,0.84,17.5,8:17,203,2,1,6.5,203-1,0
PA,fall,october,10/7/2021,0.84,17.5,8:17,203,2,1,6.5,203-2,0
PA,fall,october,10/7/2021,0.84,17.5,8:21,203,2,1,10.5,203-3,0
PA,fall,october,10/7/2021,0.84,17.5,8:21,203,2,1,10.5,203-4,2
PA,fall,october,10/7/2021,0.84,17.5,8:26,204,2,2,6.5,204-1,1
PA,fall,october,10/7/2021,0.84,17.5,8:26,204,2,2,6.5,204-2,0
PA,fall,october,10/7/2021,0.84,17.5,8:28,204,2,2,10.5,204-3,1
PA,fall,october,10/7/2021,0.84,17.5,8:28,204,2,2,10.5,204-4,0
PA,fall,october,10/7/2021,0.84,17.5,7:49,301,3,4,6.5,301-1,0
PA,fall,october,10/7/2021,0.84,17.5,7:49,301,3,4,6.5,301-2,0
PA,fall,october,10/7/2021,0.84,17.5,7:53,301,3,4,10.5,301-3,1
PA,fall,october,10/7/2021,0.84,17.5,7:53,301,3,4,10.5,301-4,2
PA,fall,october,10/7/2021,0.84,17.5,8:00,302,3,2,6.5,302-1,1
PA,fall,october,10/7/2021,0.84,17.5,8:00,302,3,2,6.5,302-2,0
PA,fall,october,10/7/2021,0.84,17.5,8:03,302,3,2,10.5,302-3,0
PA,fall,october,10/7/2021,0.84,17.5,8:03,302,3,2,10.5,302-4,1
PA,fall,october,10/7/2021,0.84,17.5,8:17,303,3,3,6.5,303-1,1
PA,fall,october,10/7/2021,0.84,17.5,8:17,303,3,3,6.5,303-2,0
PA,fall,october,10/7/2021,0.84,17.5,8:21,303,3,3,10.5,303-3,0
PA,fall,october,10/7/2021,0.84,17.5,8:21,303,3,3,10.5,303-4,0
PA,fall,october,10/7/2021,0.84,17.5,8:26,304,3,1,6.5,304-1,0
PA,fall,october,10/7/2021,0.84,17.5,8:26,304,3,1,6.5,304-2,0
PA,fall,october,10/7/2021,0.84,17.5,8:28,304,3,1,10.5,304-3,1
PA,fall,october,10/7/2021,0.84,17.5,8:28,304,3,1,10.5,304-4,0
PA,fall,october,10/7/2021,0.84,17.5,7:49,401,4,1,6.5,401-1,0
PA,fall,october,10/7/2021,0.84,17.5,7:49,401,4,1,6.5,401-2,2
PA,fall,october,10/7/2021,0.84,17.5,7:53,401,4,1,10.5,401-3,0
PA,fall,october,10/7/2021,0.84,17.5,7:53,401,4,1,10.5,401-4,1
PA,fall,october,10/7/2021,0.84,17.5,8:00,402,4,3,6.5,402-1,0
PA,fall,october,10/7/2021,0.84,17.5,8:00,402,4,3,6.5,402-2,1
PA,fall,october,10/7/2021,0.84,17.5,8:03,402,4,3,10.5,402-3,0
PA,fall,october,10/7/2021,0.84,17.5,8:03,402,4,3,10.5,402-4,0
PA,fall,october,10/7/2021,0.84,17.5,8:17,403,4,2,6.5,403-1,0
PA,fall,october,10/7/2021,0.84,17.5,8:17,403,4,2,6.5,403-2,0
PA,fall,october,10/7/2021,0.84,17.5,8:21,403,4,2,10.5,403-3,1
PA,fall,october,10/7/2021,0.84,17.5,8:21,403,4,2,10.5,403-4,0
PA,fall,october,10/7/2021,0.84,17.5,8:26,404,4,4,6.5,404-1,0
PA,fall,october,10/7/2021,0.84,17.5,8:26,404,4,4,6.5,404-2,0
PA,fall,october,10/7/2021,0.84,17.5,8:28,404,4,4,10.5,404-3,2
PA,fall,october,10/7/2021,0.84,17.5,8:28,404,4,4,10.5,404-4,0
PA,fall,october,10/7/2021,0.84,17.5,7:49,501,5,2,6.5,501-1,1
PA,fall,october,10/7/2021,0.84,17.5,7:49,501,5,2,6.5,501-2,0
PA,fall,october,10/7/2021,0.84,17.5,7:53,501,5,2,10.5,501-3,1
PA,fall,october,10/7/2021,0.84,17.5,7:53,501,5,2,10.5,501-4,1
PA,fall,october,10/7/2021,0.84,17.5,8:00,502,5,3,6.5,502-1,1
PA,fall,october,10/7/2021,0.84,17.5,8:00,502,5,3,6.5,502-2,0
PA,fall,october,10/7/2021,0.84,17.5,8:03,502,5,3,10.5,502-3,1
PA,fall,october,10/7/2021,0.84,17.5,8:03,502,5,3,10.5,502-4,2
PA,fall,october,10/7/2021,0.84,17.5,8:17,503,5,1,6.5,503-1,1
PA,fall,october,10/7/2021,0.84,17.5,8:17,503,5,1,6.5,503-2,1
PA,fall,october,10/7/2021,0.84,17.5,8:21,503,5,1,10.5,503-3,2
PA,fall,october,10/7/2021,0.84,17.5,8:21,503,5,1,10.5,503-4,0
PA,fall,october,10/7/2021,0.84,17.5,8:26,504,5,4,6.5,504-1,0
PA,fall,october,10/7/2021,0.84,17.5,8:26,504,5,4,6.5,504-2,0
PA,fall,october,10/7/2021,0.84,17.5,8:28,504,5,4,10.5,504-3,0
PA,fall,october,10/7/2021,0.84,17.5,8:28,504,5,4,10.5,504-4,0
PA,fall,october,10/13/2021,0,15.83,8:10,101,1,1,6.5,101-1,1
PA,fall,october,10/13/2021,0,15.83,8:10,101,1,1,6.5,101-2,2
PA,fall,october,10/13/2021,0,15.83,8:15,101,1,1,10.5,101-3,1
PA,fall,october,10/13/2021,0,15.83,8:15,101,1,1,10.5,101-4,0
PA,fall,october,10/13/2021,0,15.83,8:19,102,1,3,6.5,102-1,0
PA,fall,october,10/13/2021,0,15.83,8:19,102,1,3,6.5,102-2,0
PA,fall,october,10/13/2021,0,15.83,8:25,102,1,3,10.5,102-3,0
PA,fall,october,10/13/2021,0,15.83,8:25,102,1,3,10.5,102-4,0
PA,fall,october,10/13/2021,0,15.83,8:28,103,1,2,6.5,103-1,0
PA,fall,october,10/13/2021,0,15.83,8:28,103,1,2,6.5,103-2,0
PA,fall,october,10/13/2021,0,15.83,8:32,103,1,2,10.5,103-3,0
PA,fall,october,10/13/2021,0,15.83,8:32,103,1,2,10.5,103-4,0
PA,fall,october,10/13/2021,0,15.83,8:37,104,1,4,6.5,104-1,0
PA,fall,october,10/13/2021,0,15.83,8:37,104,1,4,6.5,104-2,1
PA,fall,october,10/13/2021,0,15.83,8:41,104,1,4,10.5,104-3,0
PA,fall,october,10/13/2021,0,15.83,8:41,104,1,4,10.5,104-4,0
PA,fall,october,10/13/2021,0,15.83,8:10,201,2,3,6.5,201-1,0
PA,fall,october,10/13/2021,0,15.83,8:10,201,2,3,6.5,201-2,0
PA,fall,october,10/13/2021,0,15.83,8:15,201,2,3,10.5,201-3,0
PA,fall,october,10/13/2021,0,15.83,8:15,201,2,3,10.5,201-4,1
PA,fall,october,10/13/2021,0,15.83,8:19,202,2,4,6.5,202-1,0
PA,fall,october,10/13/2021,0,15.83,8:19,202,2,4,6.5,202-2,2
PA,fall,october,10/13/2021,0,15.83,8:25,202,2,4,10.5,202-3,1
PA,fall,october,10/13/2021,0,15.83,8:25,202,2,4,10.5,202-4,0
PA,fall,october,10/13/2021,0,15.83,8:28,203,2,1,6.5,203-1,0
PA,fall,october,10/13/2021,0,15.83,8:28,203,2,1,6.5,203-2,0
PA,fall,october,10/13/2021,0,15.83,8:32,203,2,1,10.5,203-3,0
PA,fall,october,10/13/2021,0,15.83,8:32,203,2,1,10.5,203-4,1
PA,fall,october,10/13/2021,0,15.83,8:37,204,2,2,6.5,204-1,1
PA,fall,october,10/13/2021,0,15.83,8:37,204,2,2,6.5,204-2,0
PA,fall,october,10/13/2021,0,15.83,8:41,204,2,2,10.5,204-3,2
PA,fall,october,10/13/2021,0,15.83,8:41,204,2,2,10.5,204-4,0
PA,fall,october,10/13/2021,0,15.83,8:10,301,3,4,6.5,301-1,0
PA,fall,october,10/13/2021,0,15.83,8:10,301,3,4,6.5,301-2,1
PA,fall,october,10/13/2021,0,15.83,8:15,301,3,4,10.5,301-3,0
PA,fall,october,10/13/2021,0,15.83,8:15,301,3,4,10.5,301-4,0
PA,fall,october,10/13/2021,0,15.83,8:19,302,3,2,6.5,302-1,0
PA,fall,october,10/13/2021,0,15.83,8:19,302,3,2,6.5,302-2,0
PA,fall,october,10/13/2021,0,15.83,8:25,302,3,2,10.5,302-3,2
PA,fall,october,10/13/2021,0,15.83,8:25,302,3,2,10.5,302-4,0
PA,fall,october,10/13/2021,0,15.83,8:28,303,3,3,6.5,303-1,0
PA,fall,october,10/13/2021,0,15.83,8:28,303,3,3,6.5,303-2,0
PA,fall,october,10/13/2021,0,15.83,8:32,303,3,3,10.5,303-3,0
PA,fall,october,10/13/2021,0,15.83,8:32,303,3,3,10.5,303-4,1
PA,fall,october,10/13/2021,0,15.83,8:37,304,3,1,6.5,304-1,0
PA,fall,october,10/13/2021,0,15.83,8:37,304,3,1,6.5,304-2,0
PA,fall,october,10/13/2021,0,15.83,8:41,304,3,1,10.5,304-3,0
PA,fall,october,10/13/2021,0,15.83,8:41,304,3,1,10.5,304-4,0
PA,fall,october,10/13/2021,0,15.83,8:10,401,4,1,6.5,401-1,0
PA,fall,october,10/13/2021,0,15.83,8:10,401,4,1,6.5,401-2,0
PA,fall,october,10/13/2021,0,15.83,8:15,401,4,1,10.5,401-3,0
PA,fall,october,10/13/2021,0,15.83,8:15,401,4,1,10.5,401-4,2
PA,fall,october,10/13/2021,0,15.83,8:19,402,4,3,6.5,402-1,0
PA,fall,october,10/13/2021,0,15.83,8:19,402,4,3,6.5,402-2,1
PA,fall,october,10/13/2021,0,15.83,8:25,402,4,3,10.5,402-3,1
PA,fall,october,10/13/2021,0,15.83,8:25,402,4,3,10.5,402-4,0
PA,fall,october,10/13/2021,0,15.83,8:28,403,4,2,6.5,403-1,0
PA,fall,october,10/13/2021,0,15.83,8:28,403,4,2,6.5,403-2,0
PA,fall,october,10/13/2021,0,15.83,8:32,403,4,2,10.5,403-3,0
PA,fall,october,10/13/2021,0,15.83,8:32,403,4,2,10.5,403-4,0
PA,fall,october,10/13/2021,0,15.83,8:37,404,4,4,6.5,404-1,0
PA,fall,october,10/13/2021,0,15.83,8:37,404,4,4,6.5,404-2,0
PA,fall,october,10/13/2021,0,15.83,8:41,404,4,4,10.5,404-3,0
PA,fall,october,10/13/2021,0,15.83,8:41,404,4,4,10.5,404-4,0
PA,fall,october,10/13/2021,0,15.83,8:10,501,5,2,6.5,501-1,0
PA,fall,october,10/13/2021,0,15.83,8:10,501,5,2,6.5,501-2,2
PA,fall,october,10/13/2021,0,15.83,8:15,501,5,2,10.5,501-3,0
PA,fall,october,10/13/2021,0,15.83,8:15,501,5,2,10.5,501-4,0
PA,fall,october,10/13/2021,0,15.83,8:19,502,5,3,6.5,502-1,0
PA,fall,october,10/13/2021,0,15.83,8:19,502,5,3,6.5,502-2,0
PA,fall,october,10/13/2021,0,15.83,8:25,502,5,3,10.5,502-3,1
PA,fall,october,10/13/2021,0,15.83,8:25,502,5,3,10.5,502-4,1
PA,fall,october,10/13/2021,0,15.83,8:28,503,5,1,6.5,503-1,1
PA,fall,october,10/13/2021,0,15.83,8:28,503,5,1,6.5,503-2,0
PA,fall,october,10/13/2021,0,15.83,8:32,503,5,1,10.5,503-3,0
PA,fall,october,10/13/2021,0,15.83,8:32,503,5,1,10.5,503-4,0
PA,fall,october,10/13/2021,0,15.83,8:37,504,5,4,6.5,504-1,0
PA,fall,october,10/13/2021,0,15.83,8:37,504,5,4,6.5,504-2,0
PA,fall,october,10/13/2021,0,15.83,8:41,504,5,4,10.5,504-3,1
PA,fall,october,10/13/2021,0,15.83,8:41,504,5,4,10.5,504-4,0
PA,fall,october,10/22/2021,1.91,10,7:31,101,1,1,6.5,101-1,0
PA,fall,october,10/22/2021,1.91,10,7:31,101,1,1,6.5,101-2,0
PA,fall,october,10/22/2021,1.91,10,7:36,101,1,1,10.5,101-3,0
PA,fall,october,10/22/2021,1.91,10,7:36,101,1,1,10.5,101-4,0
PA,fall,october,10/22/2021,1.91,10,7:41,102,1,3,6.5,102-1,2
PA,fall,october,10/22/2021,1.91,10,7:41,102,1,3,6.5,102-2,0
PA,fall,october,10/22/2021,1.91,10,7:51,102,1,3,10.5,102-3,0
PA,fall,october,10/22/2021,1.91,10,7:51,102,1,3,10.5,102-4,0
PA,fall,october,10/22/2021,1.91,10,8:00,103,1,2,6.5,103-1,0
PA,fall,october,10/22/2021,1.91,10,8:00,103,1,2,6.5,103-2,0
PA,fall,october,10/22/2021,1.91,10,8:05,103,1,2,10.5,103-3,1
PA,fall,october,10/22/2021,1.91,10,8:05,103,1,2,10.5,103-4,0
PA,fall,october,10/22/2021,1.91,10,8:12,104,1,4,6.5,104-1,0
PA,fall,october,10/22/2021,1.91,10,8:12,104,1,4,6.5,104-2,0
PA,fall,october,10/22/2021,1.91,10,8:17,104,1,4,10.5,104-3,0
PA,fall,october,10/22/2021,1.91,10,8:17,104,1,4,10.5,104-4,0
PA,fall,october,10/22/2021,1.91,10,7:31,201,2,3,6.5,201-1,0
PA,fall,october,10/22/2021,1.91,10,7:31,201,2,3,6.5,201-2,0
PA,fall,october,10/22/2021,1.91,10,7:36,201,2,3,10.5,201-3,0
PA,fall,october,10/22/2021,1.91,10,7:36,201,2,3,10.5,201-4,0
PA,fall,october,10/22/2021,1.91,10,7:41,202,2,4,6.5,202-1,1
PA,fall,october,10/22/2021,1.91,10,7:41,202,2,4,6.5,202-2,1
PA,fall,october,10/22/2021,1.91,10,7:51,202,2,4,10.5,202-3,4
PA,fall,october,10/22/2021,1.91,10,7:51,202,2,4,10.5,202-4,2
PA,fall,october,10/22/2021,1.91,10,8:00,203,2,1,6.5,203-1,1
PA,fall,october,10/22/2021,1.91,10,8:00,203,2,1,6.5,203-2,0
PA,fall,october,10/22/2021,1.91,10,8:05,203,2,1,10.5,203-3,2
PA,fall,october,10/22/2021,1.91,10,8:05,203,2,1,10.5,203-4,0
